x,cancer_type,y
-6.511421,TCGA-UCEC,-10.802909
-10.364689,TCGA-UCEC,-15.726383
-8.535298,TCGA-UCEC,-20.074646
-6.075179,TCGA-UCEC,-17.111874
-8.717153,TCGA-UCEC,-11.155068
-8.664652,TCGA-UCEC,-10.9458065
-9.402483,TCGA-UCEC,-11.3351755
-7.3863344,TCGA-UCEC,-10.962732
-3.5561743,TCGA-UCEC,-12.173322
-6.723154,TCGA-UCEC,-15.038307
-8.366056,TCGA-UCEC,-9.850455
-11.714954,TCGA-UCEC,-14.35112
28.128256,TCGA-UCEC,-12.451901
-6.2043185,TCGA-UCEC,-13.3704405
-5.610235,TCGA-UCEC,-13.137042
-11.37887,TCGA-UCEC,-13.434138
-6.1458697,TCGA-UCEC,-15.262105
-6.755712,TCGA-UCEC,-10.087343
-11.372324,TCGA-UCEC,-13.326462
-6.5267386,TCGA-UCEC,-17.1425
-5.52371,TCGA-UCEC,-12.799693
-10.079294,TCGA-UCEC,-18.525808
-11.969502,TCGA-UCEC,-17.524143
19.890379,TCGA-LIHC,17.731993
23.264238,TCGA-LIHC,16.466589
19.57278,TCGA-LIHC,19.204159
14.58767,TCGA-LIHC,9.733886
23.939148,TCGA-LIHC,19.678202
19.853277,TCGA-LIHC,17.768726
22.356358,TCGA-LIHC,17.840563
15.915544,TCGA-LIHC,17.87153
22.740498,TCGA-LIHC,18.29891
20.01632,TCGA-LIHC,14.195587
25.968483,TCGA-LIHC,19.16207
16.306013,TCGA-LIHC,-16.889904
20.978706,TCGA-LIHC,19.101286
25.122507,TCGA-LIHC,19.905773
23.015318,TCGA-LIHC,19.019476
17.54047,TCGA-LIHC,13.090747
19.803658,TCGA-LIHC,18.816845
21.345787,TCGA-LIHC,15.053272
21.80417,TCGA-LIHC,17.215364
26.085587,TCGA-LIHC,19.110653
17.419544,TCGA-LIHC,13.323652
-5.1482496,TCGA-LIHC,-23.033741
20.291565,TCGA-LIHC,16.74097
-16.513218,TCGA-LIHC,12.85265
12.512033,TCGA-LIHC,18.553434
10.424795,TCGA-LIHC,16.390984
11.9501705,TCGA-LIHC,16.983606
11.8637,TCGA-LIHC,18.0666
-16.51236,TCGA-LIHC,12.848867
12.604475,TCGA-LIHC,18.497688
10.361363,TCGA-LIHC,16.165432
12.128543,TCGA-LIHC,16.608875
11.506427,TCGA-LIHC,16.50082
13.436923,TCGA-LIHC,13.422312
13.86646,TCGA-LIHC,13.720192
12.490139,TCGA-LIHC,16.303587
14.236166,TCGA-LIHC,13.310843
21.175508,TCGA-LIHC,-23.036814
21.139585,TCGA-LIHC,10.076423
21.80713,TCGA-LIHC,11.17225
21.282219,TCGA-LIHC,11.3727665
21.909225,TCGA-LIHC,10.998119
22.462973,TCGA-LIHC,12.453022
